ProjectTitle,TissueType,Tissue,ComparisonName,Gene,HumanGene,log2FoldChange,padj,OR,-log10P,enrichment_score
"OSD-580: RR-17, heart",heart,heart,GroundControl (EuthanasiaOnISS) (Age 12wk) vs BasalControl (EuthanasiaOnISS) (Age 12wk),Ccdc80,CCDC80,-0.228953496,0.7962804149,0.8532536015,0.09893396595,0.1842898503
"OSD-457: JAXA, bone, temporal",bone,"bone, temporal",Nrf2KO Spaceflight vs Wildtype Spaceflight,Nefl,NEFL,-0.2875518735,0.9810344475,0.8192911446,0.008315742779,0.1842023549
"OSD-457: JAXA, liver",liver,liver,Nrf2KO Spaceflight vs Wildtype Spaceflight,Ccn5,CCN5,0.2437859906,1,1.18409595,0,0.18409595
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (1G centrifugation) (chow+FOS) vs Spaceflight (uG) (chow+FOS),Cdcp1,CDCP1,0.1797602671,0.7214525597,1.132695649,0.1417922214,0.1839284478
"OSD-242: RR-9, liver",liver,liver,CohortControl_C2 vs GroundControl_C2,Havcr1,HAVCR1,0.2424917309,0.9957374664,1.183034159,0.001855151476,0.1838176882
"OSD-245: RR-6, liver",liver,liver,Spaceflight 60d (FrozenCarcass on ISS) vs GroundControl 60d (FrozenCarcass on Earth),Scarf2,SCARF2,-0.2409921095,0.8369959603,0.8461632245,0.07727663811,0.1837963178
"OSD-457: JAXA, adipose tissue, brown",adipose,"adipose tissue, brown",Wildtype Spaceflight vs Wildtype GroundControl,Cdhr2,CDHR2,0.2433293342,1,1.183721207,0,0.1837212074
"OSD-457: JAXA, adipose tissue, brown",adipose,"adipose tissue, brown",Wildtype Spaceflight vs Wildtype GroundControl,Nefl,NEFL,0.2433287903,1,1.183720761,0,0.1837207611
"OSD-253: RR-7, kidney",kidney,kidney,"Spaceflight 25d vs VivariumControl 25d, C3H/HeJ",Ccdc80,CCDC80,-0.2922667728,1,0.816617974,0,0.183382026
"OSD-457: JAXA, bone, temporal",bone,"bone, temporal",Nrf2KO Spaceflight vs Nrf2KO GroundControl,Ccdc80,CCDC80,-0.2922045761,1,0.8166531804,0,0.1833468196
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","Spaceflight 25d vs GroundControl 25d, C3H/HeJ",Eda2r,EDA2R,-0.2531621268,0.8795408346,0.8390553407,0.05574399267,0.1829871372
"OSD-247: RR-6, colon",colon,colon,Spaceflight 30d (FreshDissection on Earth) vs BasalControl 1d (FreshDissection on Earth),Gfap,GFAP,0.2061496028,0.8417796197,1.153605224,0.07480159316,0.1824767675
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (1G centrifugation) (chow+FOS) vs Spaceflight (1G centrifugation) (chow),Ccdc80,CCDC80,-0.2903633255,1,0.8176961056,0,0.1823038944
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","Spaceflight 75d vs VivariumControl 75d, C3H/HeJ",Ltbp2,LTBP2,-0.2898928868,1,0.8179627861,0,0.1820372139
"OSD-162: RR-3, eye",eye,eye,Spaceflight vs GroundControl,Ltbp2,LTBP2,0.2384614533,0.9882130228,1.179733876,0.005149427215,0.1818776636
"OSD-243: RR-6, skin, dorsal",skin,"skin, dorsal",Spaceflight 60d (FrozenCarcass on ISS) vs GroundControl 60d (FrozenCarcass on Earth),Timd2,HAVCR1,-0.2468325484,0.8648694528,0.84274464,0.06304944189,0.1818255454
"OSD-457: JAXA, bone, temporal",bone,"bone, temporal",Nrf2KO Spaceflight vs Wildtype Spaceflight,Cdcp1,CDCP1,-0.2892850876,1,0.8183074618,0,0.1816925382
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","GroundControl 75d vs GroundControl 25d, C3H/HeJ",Efemp1,EFEMP1,-0.2891117748,1,0.818405772,0,0.181594228
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnEarth) (Age 12wk) vs GroundControl (EuthanasiaOnEarth) (Age 12wk),Crtac1,CRTAC1,-0.288684701,1,0.8186480764,0,0.1813519236
"OSD-253: RR-7, kidney",kidney,kidney,"VivariumControl 75d vs VivariumControl 25d, C57BL/6J",Ltbp2,LTBP2,-0.2883835021,1,0.8188190077,0,0.1811809923
"OSD-457: JAXA, bone, temporal",bone,"bone, temporal",Wildtype Spaceflight vs Wildtype GroundControl,Havcr1,HAVCR1,0.2401296554,1,1.181098802,0,0.1810988024
"OSD-168: RR-1/3, liver",liver,liver,"RR1, GroundControl vs BasalControl",Ltbp2,LTBP2,-0.266988196,0.9330958822,0.8310526612,0.03007372711,0.18106107
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnEarth) (Age 29wk) vs GroundControl (EuthanasiaOnEarth) (Age 29wk),Gfap,GFAP,-0.2880318663,1,0.8190186072,0,0.1809813928
"OSD-253: RR-7, kidney",kidney,kidney,"Spaceflight 75d vs Spaceflight 25d, C57BL/6J",Nefl,NEFL,-0.2846111808,0.9902108259,0.8209628358,0.004272329874,0.1808071165
"OSD-288: MHU-1, spleen",spleen,spleen,Spaceflight (uG) vs GroundControl (1G),Ccdc80,CCDC80,-0.2876595204,1,0.8192300154,0,0.1807699846
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 29wk) vs BasalControl (EuthanasiaOnEarth) (Age 29wk),Wnt9a,WNT9A,-0.1394117785,0.5098001186,0.9078892482,0.2926000678,0.1806801302
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (1G centrifugation) (chow) vs Spaceflight (uG) (chow),Ccdc80,CCDC80,-0.2831177396,0.9867919928,0.8218131157,0.005774383199,0.180571879
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnEarth) (Age 29wk) vs Spaceflight (EuthanasiaOnEarth) (Age 12wk),Scarf2,SCARF2,0.23914676,1,1.180294404,0,0.1802944042
"OSD-244: RR-6, thymus",thymus,thymus,Spaceflight 30d (FreshDissection on Earth) vs GroundControl 30d (FreshDissection on Earth),BC053393,HAVCR1,0.2299936666,0.9591777615,1.1728298,0.01810089891,0.1801853707
"OSD-162: RR-3, eye",eye,eye,Spaceflight vs BasalControl,Havcr1,HAVCR1,0.223891889,0.9327593677,1.167879874,0.03023038066,0.179981976
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",VivariumControl (1G) (chow) vs GroundControl (1G) (chow),Scarf2,SCARF2,0.212406164,0.8828940296,1.158618948,0.05409142001,0.1796579687
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (1G centrifugation) (chow+FOS) vs Spaceflight (uG) (chow),Scarf2,SCARF2,0.2372983427,0.9973875653,1.17878315,0.001136050559,0.1792514322
"OSD-253: RR-7, kidney",kidney,kidney,"Spaceflight 25d vs VivariumControl 25d, C57BL/6J",Ltbp2,LTBP2,-0.2848018678,1,0.8208543329,0,0.1791456671
"OSD-248: RR-6, lung",lung,lung,Spaceflight 30d (FreshDissection on Earth) vs GroundControl 30d (FreshDissection on Earth),Eda2r,EDA2R,-0.2585150474,0.9174429101,0.8359479102,0.03742095115,0.1788144941
"OSD-173: CBTM-3, liver",liver,liver,Spaceflight vs GroundControl,Scarf2,SCARF2,-0.2115771536,0.7646800909,0.863592636,0.1165202169,0.1783848771
"OSD-288: MHU-1, spleen",spleen,spleen,Spaceflight (1G centrifugation) vs GroundControl (1G),Havcr1,HAVCR1,-0.2597741252,0.9259274996,0.8352186748,0.0334230174,0.1779635288
"OSD-457: JAXA, thymus",thymus,thymus,Wildtype Spaceflight vs Wildtype GroundControl,Ccdc80,CCDC80,0.1974222746,0.8252726191,1.146647759,0.08340256368,0.1776961397
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",VivariumControl (1G) (chow+FOS) vs VivariumControl (1G) (chow),Wnt9a,WNT9A,-0.2822508905,1,0.8223070538,0,0.1776929462
"OSD-457: JAXA, thymus",thymus,thymus,Nrf2KO GroundControl vs Wildtype GroundControl,Havcr1,HAVCR1,-0.2817534745,1,0.8225906197,0,0.1774093803
"OSD-48: RR-1, liver",liver,liver,Spaceflight (FrozenCarcass) vs Spaceflight (FreshDissection),Efemp1,EFEMP1,0.1858230609,0.7760315326,1.137465715,0.1101206316,0.1771393419
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnISS) (Age 29wk) vs Vivariumcontrol (EuthanasiaOnEarth) (Age 29wk),Gfap,GFAP,-0.2375837212,0.8576061066,0.8481646609,0.06671213522,0.1770455433
"OSD-168: RR-1/3, liver",liver,liver,"RR1, VivariumControl vs BasalControl",Havcr1,HAVCR1,0.2094568843,0.8826087985,1.15625282,0.0542317475,0.1770351942
"OSD-289: MHU-1/2, thymus",thymus,thymus,"MHU1, Spaceflight (1G centrifugation) vs Spaceflight (uG)",Cdcp1,CDCP1,-0.1901547089,0.6978725386,0.8765117226,0.1562238909,0.1769496155
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",GroundControl (1G) (chow+FOS) vs GroundControl (1G) (chow),Crtac1,CRTAC1,0.2350296813,1,1.176930951,0,0.1769309505
"OSD-511: RR-8, mammary gland",gland,mammary gland,(Age 32wk) VivariumControl vs (Age 32wk) GroundControl,Cdhr2,CDHR2,0.2010205798,0.8465383306,1.149511246,0.07235337261,0.1766148562
"OSD-457: JAXA, cerebrum",brain,cerebrum,Nrf2KO Spaceflight vs Wildtype Spaceflight,Efemp1,EFEMP1,0.2343325104,1,1.176362345,0,0.1763623454
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (uG) (chow) vs Spaceflight (1G centrifugation) (chow),Scarf2,SCARF2,-0.2797061263,1,0.823758798,0,0.176241202
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (uG) (chow) vs Spaceflight (1G centrifugation) (chow),Eda2r,EDA2R,0.2341565507,1,1.176218878,0,0.176218878
"OSD-253: RR-7, kidney",kidney,kidney,"Spaceflight 25d vs GroundControl 25d, C57BL/6J",Gfap,GFAP,-0.2786529278,1,0.8243603792,0,0.1756396208
"OSD-457: JAXA, thymus",thymus,thymus,Wildtype Spaceflight vs Wildtype GroundControl,Gfap,GFAP,-0.2492291828,0.9051890851,0.8413458177,0.04326069149,0.1752718686
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",VivariumControl (1G) (chow+FOS) vs VivariumControl (1G) (chow),Crtac1,CRTAC1,-0.27713062,1,0.8252306897,0,0.1747693103
"OSD-580: RR-17, heart",heart,heart,GroundControl (EuthanasiaOnISS) (Age 29wk) vs BasalControl (EuthanasiaOnISS) (Age 29wk),Ccdc80,CCDC80,0.1609074816,0.675164892,1.117990153,0.1705901487,0.1747575364
"OSD-168: RR-1/3, liver",liver,liver,"RR3, Spaceflight vs BasalControl",Cdhr2,CDHR2,0.2179526143,0.9338113711,1.163081839,0.02974084192,0.1746410937
"OSD-168: RR-1/3, liver",liver,liver,"RR3, Spaceflight vs BasalControl",Havcr1,HAVCR1,0.2182538795,0.9369139399,1.163324741,0.02830029936,0.1743220307
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","VivariumControl 75d vs VivariumControl 25d, C3H/HeJ",Timd2,HAVCR1,-0.2748997044,0.9990047248,0.8265077746,0.0004324577913,0.1736650699
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (1G centrifugation) (chow+FOS) vs Spaceflight (1G centrifugation) (chow),Ltbp2,LTBP2,0.2305626069,0.9992825595,1.173292408,0.0003116922669,0.1734168244
"OSD-244: RR-6, thymus",thymus,thymus,Spaceflight 30d (FreshDissection on Earth) vs BasalControl 1d (FreshDissection on Earth),Eda2r,EDA2R,0.2020994282,0.8674448384,1.150371172,0.06175813282,0.1733495499
"OSD-352: RR-3, brain",brain,brain,Spaceflight vs GroundControl,Gfap,GFAP,-0.274178486,0.9999854557,0.8269210579,0.00000631654848,0.1730814595
"OSD-379: RR-8, liver",liver,liver,Spaceflight 23d (FrozenCarcass on ISS) vs BasalControl 1d (FrozenCarcass on ISS),Ltbp2,LTBP2,0.1673500213,0.711693844,1.122993846,0.1477067907,0.1728184762
"OSD-242: RR-9, liver",liver,liver,GroundControl_C2 vs BasalControl_C1,Efemp1,EFEMP1,-0.1912699723,0.7189410085,0.8758344044,0.1433067435,0.1727062362
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","VivariumControl 25d vs GroundControl 25d, C3H/HeJ",Wnt9a,WNT9A,-0.2630161501,0.9656394246,0.8333438783,0.01518501141,0.1725862857
"OSD-255: RR-9, retina",eye,retina,Spaceflight vs GroundControl,Efemp1,EFEMP1,0.1697325215,0.7269368761,1.124849916,0.1385032997,0.1717479469
"OSD-100: RR-1, eye",eye,eye,Spaceflight vs GroundControl,Nefl,NEFL,0.1249110872,0.5267144156,1.090440527,0.2784247953,0.1717069525
"OSD-162: RR-3, eye",eye,eye,Spaceflight vs GroundControl,Havcr1,HAVCR1,-0.2704191714,0.9981057346,0.8290786241,0.0008234491598,0.1712457608
"OSD-248: RR-6, lung",lung,lung,Spaceflight 30d (FreshDissection on Earth) vs BasalControl 1d (FreshDissection on Earth),Scarf2,SCARF2,-0.2706341317,1,0.8289551013,0,0.1710448987
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","Spaceflight 75d vs VivariumControl 75d, C3H/HeJ",Scarf2,SCARF2,-0.2705983327,1,0.8289756712,0,0.1710243288
"OSD-457: JAXA, kidney",kidney,kidney,Nrf2KO Spaceflight vs Wildtype Spaceflight,Cdcp1,CDCP1,-0.2699060079,1,0.8293735781,0,0.1706264219
"OSD-137: RR-3, liver",liver,liver,Spaceflight vs GroundControl,Cdcp1,CDCP1,-0.2697868724,1,0.8294420692,0,0.1705579308
"OSD-457: JAXA, bone, temporal",bone,"bone, temporal",Nrf2KO Spaceflight vs Wildtype Spaceflight,Havcr1,HAVCR1,-0.2694351744,1,0.829644294,0,0.170355706
"OSD-242: RR-9, liver",liver,liver,CohortControl_C2 vs CC_C1,Eda2r,EDA2R,0.2001063242,0.8739264674,1.148783015,0.05852510756,0.1702466063
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","Spaceflight 75d vs VivariumControl 75d, C3H/HeJ",Efemp1,EFEMP1,-0.2678419191,1,0.8305610264,0,0.1694389736
"OSD-457: JAXA, spleen",spleen,spleen,Wildtype Spaceflight vs Wildtype GroundControl,Havcr1,HAVCR1,-0.2676698042,1,0.8306601191,0,0.1693398809
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",VivariumControl (1G) (chow+FOS) vs GroundControl (1G) (chow+FOS),Scarf2,SCARF2,0.2159181327,0.9570899468,1.161442823,0.01904724554,0.1686809304
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnISS) (Age 12wk) vs BasalControl (EuthanasiaOnISS) (Age 12wk),Efemp1,EFEMP1,0.2029204713,0.8953591947,1.151026039,0.04800270216,0.1686764821
"OSD-457: JAXA, thymus",thymus,thymus,Nrf2KO Spaceflight vs Wildtype Spaceflight,Efemp1,EFEMP1,-0.2661744684,1,0.8315215345,0,0.1684784655
"OSD-289: MHU-1/2, thymus",thymus,thymus,"MHU2, Spaceflight (uG) vs Spaceflight (1G centrifugation)",Ccdc80,CCDC80,0.2115199168,0.9404622399,1.157907427,0.02665863691,0.1679040587
"OSD-270: RR-3, heart",heart,heart,Spaceflight SpaceRadiation vs GroundControl NonIrradiated,Wnt9a,WNT9A,0.2200204154,0.9815326667,1.164750069,0.008095241932,0.1678498069
"OSD-245: RR-6, liver",liver,liver,Spaceflight 30d (FreshDissection on Earth) vs GroundControl 30d (FreshDissection on Earth),Scarf2,SCARF2,0.2198394259,0.9810289224,1.164603957,0.0083181887,0.1677870584
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnEarth) (Age 29wk) vs Vivariumcontrol (EuthanasiaOnEarth) (Age 12wk),Timd2,HAVCR1,0.2236547047,1,1.167687886,0,0.1676878862
"OSD-242: RR-9, liver",liver,liver,CohortControl_C2 vs Spaceflight_C1,Ccdc80,CCDC80,0.1622428662,0.7101952705,1.119025464,0.1486222242,0.1675954053
"OSD-103: RR-1, muscle, quadriceps femoris",muscle,"muscle, quadriceps femoris",Spaceflight vs GroundControl,Scarf2,SCARF2,-0.1502134303,0.5907240875,0.9011171427,0.2286153199,0.1673926278
"OSD-253: RR-7, kidney",kidney,kidney,"Spaceflight 75d vs VivariumControl 75d, C57BL/6J",Efemp1,EFEMP1,-0.256192241,0.9720840817,0.8372949095,0.01229616857,0.1673775897
"OSD-243: RR-6, skin, dorsal",skin,"skin, dorsal",Spaceflight 30d (FreshDissection on Earth) vs GroundControl 30d (FreshDissection on Earth),Eda2r,EDA2R,-0.1877230937,0.7292036338,0.8779903001,0.1371511758,0.1673191057
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",VivariumControl (1G) (chow) vs GroundControl (1G) (chow),Eda2r,EDA2R,0.2137934204,0.9548333169,1.15973358,0.02007243559,0.1672894918
"OSD-457: JAXA, spleen",spleen,spleen,Nrf2KO Spaceflight vs Wildtype Spaceflight,Cdcp1,CDCP1,-0.2637340548,1,0.8329292982,0,0.1670707018
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","VivariumControl 75d vs VivariumControl 25d, C3H/HeJ",Nefl,NEFL,-0.2625609936,0.9990047248,0.8336068319,0.0004324577913,0.1665589401
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","VivariumControl 75d vs VivariumControl 25d, C57BL/6J",Scarf2,SCARF2,0.2220611656,1,1.16639882,0,0.1663988202
"OSD-242: RR-9, liver",liver,liver,CohortControl_C1 vs VivariumControl_C2,Efemp1,EFEMP1,-0.2376454435,0.9129769041,0.8481283749,0.03954020883,0.1663477185
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 12wk) vs Vivariumcontrol (EuthanasiaOnISS) (Age 12wk),Scarf2,SCARF2,0.1913334105,0.8535620438,1.141818554,0.06876490537,0.1661490865
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","Spaceflight 75d vs GroundControl 75d, C57BL/6J",Ccdc80,CCDC80,-0.2093173812,0.8144758209,0.8649463885,0.08912180394,0.1658166001
"OSD-162: RR-3, eye",eye,eye,GroundControl vs BasalControl,Ccn5,CCN5,-0.2566976566,0.9866453204,0.8370016335,0.005838939626,0.1652046213
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnEarth) (Age 12wk) vs BasalControl (EuthanasiaOnEarth) (Age 12wk),Wnt9a,WNT9A,0.1345786299,0.5922023012,1.097772139,0.2275299094,0.1650992217
"OSD-457: JAXA, adipose tissue, white",adipose,"adipose tissue, white",Nrf2KO Spaceflight vs Nrf2KO GroundControl,Ltbp2,LTBP2,0.2029236061,0.9157716451,1.15102854,0.0382128076,0.1649194327
"OSD-164: RR-1, spleen",spleen,spleen,Spaceflight vs GroundControl,Scarf2,SCARF2,0.2196131787,1,1.164421335,0,0.1644213352
"OSD-457: JAXA, kidney",kidney,kidney,Nrf2KO Spaceflight vs Wildtype Spaceflight,Scarf2,SCARF2,-0.259138842,1,0.8355865399,0,0.1644134601
"OSD-253: RR-7, kidney",kidney,kidney,"VivariumControl 25d vs GroundControl 25d, C57BL/6J",Scarf2,SCARF2,0.2195091828,1,1.164337402,0,0.1643374015
"OSD-580: RR-17, heart",heart,heart,BasalControl (EuthanasiaOnEarth) (Age 29wk) vs BasalControl (EuthanasiaOnEarth) (Age 12wk),Ltbp2,LTBP2,0.2187035337,1,1.163687378,0,0.1636873782
"OSD-457: JAXA, cerebrum",brain,cerebrum,Nrf2KO Spaceflight vs Nrf2KO GroundControl,Cdhr2,CDHR2,-0.2577760833,1,0.8363762015,0,0.1636237985
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (1G centrifugation) (chow+FOS) vs Spaceflight (uG) (chow+FOS),Ltbp2,LTBP2,-0.2577700693,1,0.836379688,0,0.163620312
"OSD-173: CBTM-3, liver",liver,liver,VivariumControl vs GroundControl,Timd2,HAVCR1,-0.2572458732,0.9999303525,0.8366836376,0.00003024857091,0.1633277378
"OSD-457: JAXA, bone, temporal",bone,"bone, temporal",Nrf2KO Spaceflight vs Wildtype Spaceflight,Wnt9a,WNT9A,-0.2531854314,0.985998157,0.8390417871,0.006123896816,0.1632439288
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnISS) (Age 29wk) vs BasalControl (EuthanasiaOnISS) (Age 29wk),Cdcp1,CDCP1,0.1944235854,0.8843462233,1.144266889,0.05337767456,0.1631339456
"OSD-242: RR-9, liver",liver,liver,CohortControl_C2 vs CC_C1,Ccdc80,CCDC80,-0.1913433379,0.7623174898,0.8757898666,0.1178641161,0.162937536
"OSD-457: JAXA, liver",liver,liver,Nrf2KO Spaceflight vs Nrf2KO GroundControl,Timd2,HAVCR1,-0.1903004457,0.7597862046,0.8764231845,0.1193085962,0.1626468272
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (uG) (chow+FOS) vs Spaceflight (1G centrifugation) (chow+FOS),Cdcp1,CDCP1,-0.1797602671,0.7214525597,0.8828496874,0.1417922214,0.1623811726
"OSD-457: JAXA, adipose tissue, brown",adipose,"adipose tissue, brown",Nrf2KO Spaceflight vs Wildtype Spaceflight,Scarf2,SCARF2,0.2048771473,0.9399356868,1.152588194,0.02690186111,0.1623389729
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (1G centrifugation) (chow) vs Spaceflight (uG) (chow),Ltbp2,LTBP2,-0.2553756506,1,0.837768967,0,0.162231033
"OSD-511: RR-8, mammary gland",gland,mammary gland,(Age 12wk) Spaceflight vs (Age 12wk) GroundControl,Scarf2,SCARF2,-0.1659854722,0.669988278,0.8913194713,0.1739327956,0.1622125823
"OSD-161: RR-3, adrenal gland",gland,adrenal gland,GroundControl vs BasalControl,Crtac1,CRTAC1,-0.2192132639,0.8692864806,0.8590337604,0.06083707461,0.1621631566
"OSD-164: RR-1, spleen",spleen,spleen,Spaceflight vs GroundControl,Wnt9a,WNT9A,0.2157666212,1,1.161320855,0,0.1613208546
"OSD-248: RR-6, lung",lung,lung,Spaceflight 30d (FreshDissection on Earth) vs GroundControl 30d (FreshDissection on Earth),Timd2,HAVCR1,0.2126142365,0.9851060614,1.158786062,0.00651700867,0.1611867675
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 12wk) vs Vivariumcontrol (EuthanasiaOnISS) (Age 12wk),Eda2r,EDA2R,0.1788763698,0.8198747608,1.132001892,0.08625248278,0.1610025074
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 29wk) vs BasalControl (EuthanasiaOnISS) (Age 29wk),Nefl,NEFL,-0.2126756486,0.8513919724,0.8629353307,0.069870449,0.1609889143
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (uG) (chow) vs Spaceflight (1G centrifugation) (chow),Cdcp1,CDCP1,-0.2527056913,1,0.8393208405,0,0.1606791595
"OSD-163: RR-3, kidney",kidney,kidney,Spaceflight vs GroundControl,Scarf2,SCARF2,0.1393095979,0.6337552336,1.101377925,0.1980784412,0.1599638467
"OSD-168: RR-1/3, liver",liver,liver,"RR3, Spaceflight vs GroundControl",Crtac1,CRTAC1,0.2138885561,1,1.159810059,0,0.1598100592
"OSD-242: RR-9, liver",liver,liver,CohortControl_C2 vs Spaceflight_C1,Wnt9a,WNT9A,-0.2107353892,0.850548983,0.8640966605,0.07030067039,0.1597830839
"OSD-242: RR-9, liver",liver,liver,CohortControl_C2 vs CC_C1,Gfap,GFAP,0.1990927288,0.92765284,1.147976197,0.03261452148,0.1595167836
"OSD-457: JAXA, bone, temporal",bone,"bone, temporal",Nrf2KO Spaceflight vs Nrf2KO GroundControl,Nefl,NEFL,-0.2493093764,1,0.8412990519,0,0.1587009481
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","GroundControl 75d vs GroundControl 25d, C57BL/6J",Ccdc80,CCDC80,0.2114029566,1,1.157813559,0,0.1578135587
"OSD-163: RR-3, kidney",kidney,kidney,GroundControl vs BasalControl,Cdhr2,CDHR2,-0.1712460285,0.7120585027,0.8880753359,0.1474843233,0.1571846466
"OSD-511: RR-8, mammary gland",gland,mammary gland,(Age 32wk) VivariumControl vs (Age 32wk) GroundControl,Crtac1,CRTAC1,0.1860904864,0.8763970085,1.137676581,0.05729911354,0.1570938511
"OSD-247: RR-6, colon",colon,colon,Spaceflight 60d (FrozenCarcass on ISS) vs GroundControl 60d (FrozenCarcass on Earth),Eda2r,EDA2R,-0.2062681648,0.8510562376,0.8667764342,0.07004174088,0.1565390863
"OSD-173: CBTM-3, liver",liver,liver,Spaceflight vs VivariumControl,Eda2r,EDA2R,-0.2093545293,0.8629735684,0.8649241172,0.06400250587,0.1565237775
"OSD-161: RR-3, adrenal gland",gland,adrenal gland,Spaceflight vs BasalControl,Havcr1,HAVCR1,0.1963936702,0.9322084678,1.14583052,0.03048695642,0.1564355235
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnEarth) (Age 12wk) vs Spaceflight (EuthanasiaOnEarth) (Age 12wk),Crtac1,CRTAC1,-0.2445558959,1,0.8440755875,0,0.1559244125
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnEarth) (Age 29wk) vs Vivariumcontrol (EuthanasiaOnEarth) (Age 12wk),Efemp1,EFEMP1,0.2089187775,1,1.155821633,0,0.1558216329
"OSD-248: RR-6, lung",lung,lung,Spaceflight 30d (FreshDissection on Earth) vs BasalControl 1d (FreshDissection on Earth),Crtac1,CRTAC1,-0.2442846608,1,0.8442342936,0,0.1557657064
"OSD-457: JAXA, kidney",kidney,kidney,Nrf2KO Spaceflight vs Wildtype Spaceflight,Havcr1,HAVCR1,-0.2442067547,1,0.8442798838,0,0.1557201162
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 29wk) vs Spaceflight (EuthanasiaOnEarth) (Age 29wk),Scarf2,SCARF2,0.1487116755,0.6983899924,1.10857907,0.1559019925,0.1554705417
"OSD-168: RR-1/3, liver",liver,liver,"RR1, GroundControl vs BasalControl",Gfap,GFAP,-0.1886906733,0.789112626,0.8774016513,0.1028610077,0.1553622951
"OSD-511: RR-8, mammary gland",gland,mammary gland,(Age 32wk) Spaceflight vs (Age 32wk) VivariumControl,Ccdc80,CCDC80,-0.1823337919,0.7653300063,0.8812762361,0.1161512589,0.1551275435
"OSD-253: RR-7, kidney",kidney,kidney,"VivariumControl 75d vs VivariumControl 25d, C3H/HeJ",Cdhr2,CDHR2,0.2079632666,1,1.155056375,0,0.1550563745
"OSD-580: RR-17, heart",heart,heart,GroundControl (EuthanasiaOnISS) (Age 29wk) vs GroundControl (EuthanasiaOnISS) (Age 12wk),Timd2,HAVCR1,-0.2428566856,1,0.8450703278,0,0.1549296722
"OSD-162: RR-3, eye",eye,eye,GroundControl vs BasalControl,Ltbp2,LTBP2,0.2052166304,0.9866453204,1.152859443,0.005838939626,0.1549284634
"OSD-168: RR-1/3, liver",liver,liver,"RR1, GroundControl vs BasalControl",Havcr1,HAVCR1,-0.2126319233,0.8890331196,0.862961485,0.05108205975,0.1541433182
"OSD-457: JAXA, bone, temporal",bone,"bone, temporal",Nrf2KO Spaceflight vs Nrf2KO GroundControl,Ltbp2,LTBP2,0.2067971689,1,1.154123146,0,0.1541231458
"OSD-137: RR-3, liver",liver,liver,GroundControl vs BasalControl,Ccn5,CCN5,-0.2103149901,0.880243017,0.8643484936,0.05539741153,0.1541068816
